image_id,class_name,split_A,width,height,laplacian_var,relative_path,path
IC4SD_EUC_001783,Eucalyptus microcorys,train,1280,1024,92.17220102052062,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.13.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.13.png
IC4SD_EUC_001479,Eucalyptus grandis,train,1280,1024,94.13995802254827,Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.15.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.15.png
IC4SD_EUC_001787,Eucalyptus microcorys,train,1280,1024,94.38342210426946,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.17.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.17.png
IC4SD_EUC_001822,Eucalyptus microcorys,train,1280,1024,94.91510665858338,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.49.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.49.png
IC4SD_EUC_001495,Eucalyptus grandis,train,1280,1024,95.92917063878309,Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.9.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.9.png
IC4SD_EUC_001481,Eucalyptus grandis,train,1280,1024,96.92653729131966,Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.17.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.17.png
IC4SD_EUC_001873,Eucalyptus microcorys,train,1280,1024,97.94678985445375,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.5.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.5.png
IC4SD_EUC_001929,Eucalyptus microcorys,val,1280,1024,98.7821212516024,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.3/Eucalyptus microcorys.3283.3 (78).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.3/Eucalyptus microcorys.3283.3 (78).png
IC4SD_EUC_001867,Eucalyptus microcorys,train,1280,1024,99.2092404758953,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.44.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.44.png
IC4SD_EUC_001880,Eucalyptus microcorys,train,1280,1024,99.49123529672504,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.8.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.8.png
IC4SD_EUC_001813,Eucalyptus microcorys,train,1280,1024,100.12564127510988,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.40.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.40.png
IC4SD_EUC_000562,Eucalyptus cladocalyx,train,1280,1024,101.05304999703826,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (143).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (143).png
IC4SD_EUC_001852,Eucalyptus microcorys,train,1280,1024,101.89465756081,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.30.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.30.png
IC4SD_EUC_000439,Eucalyptus cladocalyx,train,1280,1024,102.18687395578955,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.53.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.53.png
IC4SD_EUC_001876,Eucalyptus microcorys,train,1280,1024,102.27374390111498,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.52.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.52.png
IC4SD_EUC_001541,Eucalyptus grandis,test,1280,1024,102.52766162996078,Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (74).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (74).png
IC4SD_EUC_001816,Eucalyptus microcorys,train,1280,1024,103.63669083192268,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.43.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.43.png
IC4SD_EUC_000366,Eucalyptus cladocalyx,train,1280,1024,105.39363877887145,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.indoor.11.35.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.indoor.11.35.png
IC4SD_EUC_001786,Eucalyptus microcorys,train,1280,1024,105.78078138232463,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.16.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.16.png
IC4SD_EUC_000438,Eucalyptus cladocalyx,train,1280,1024,106.18181587953679,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.52.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.52.png
IC4SD_EUC_001819,Eucalyptus microcorys,train,1280,1024,106.42317284681539,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.46.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.46.png
IC4SD_EUC_001550,Eucalyptus grandis,test,1280,1024,107.98492746898074,Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (83).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (83).png
IC4SD_EUC_001838,Eucalyptus microcorys,train,1280,1024,108.17831794541979,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.18.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.18.png
IC4SD_EUC_002147,Eucalyptus saligna,train,1280,1024,108.24639160231389,Eucalyptus_saligna/3293.Eucalyptus saligna.10/3293.Eucalyptus saligna.10  (268).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.10/3293.Eucalyptus saligna.10  (268).png
IC4SD_EUC_001849,Eucalyptus microcorys,train,1280,1024,108.92481411589931,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.28.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.28.png
IC4SD_EUC_001318,Eucalyptus grandis,train,1280,1024,108.98380553814671,Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (12).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (12).png
IC4SD_EUC_001851,Eucalyptus microcorys,train,1280,1024,109.61188554887133,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.3.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.3.png
IC4SD_EUC_000547,Eucalyptus cladocalyx,train,1280,1024,109.81586774160836,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (128).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (128).png
IC4SD_EUC_001862,Eucalyptus microcorys,train,1280,1024,110.08857381024741,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.4.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.4.png
IC4SD_EUC_000325,Eucalyptus cladocalyx,val,1280,1024,111.42708613821873,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.10/3282.Eucalyptus cladocalyx.10 (229).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.10/3282.Eucalyptus cladocalyx.10 (229).png
IC4SD_EUC_000449,Eucalyptus cladocalyx,train,1280,1024,111.79566586001525,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (30).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (30).png
IC4SD_EUC_001811,Eucalyptus microcorys,train,1280,1024,112.39383752587091,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.39.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.39.png
IC4SD_EUC_000326,Eucalyptus cladocalyx,val,1280,1024,112.59351192335463,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.10/3282.Eucalyptus cladocalyx.10 (230).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.10/3282.Eucalyptus cladocalyx.10 (230).png
IC4SD_EUC_000549,Eucalyptus cladocalyx,train,1280,1024,113.00687070874558,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (130).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.6/3282.Eucalyptus cladocalyx.6 (130).png
IC4SD_EUC_001805,Eucalyptus microcorys,train,1280,1024,113.7463775326103,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.33.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.33.png
IC4SD_EUC_001802,Eucalyptus microcorys,train,1280,1024,113.87773999784379,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.30.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.30.png
IC4SD_EUC_000497,Eucalyptus cladocalyx,train,1280,1024,115.2133353820713,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.4/3282.Eucalyptus cladocalyx .4 (78).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.4/3282.Eucalyptus cladocalyx .4 (78).png
IC4SD_EUC_000414,Eucalyptus cladocalyx,train,1280,1024,115.39028745914608,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.30.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.11/Eucalyptus cladocalyx.3282.outdoor.11.30.png
IC4SD_EUC_000501,Eucalyptus cladocalyx,train,1280,1024,115.93555476796973,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.4/3282.Eucalyptus cladocalyx .4 (82).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.4/3282.Eucalyptus cladocalyx .4 (82).png
IC4SD_EUC_001806,Eucalyptus microcorys,train,1280,1024,116.30238606399486,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.34.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.34.png
IC4SD_EUC_001834,Eucalyptus microcorys,train,1280,1024,116.58069691933866,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.14.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.14.png
IC4SD_EUC_001800,Eucalyptus microcorys,train,1280,1024,118.13943241770663,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.29.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.29.png
IC4SD_EUC_001810,Eucalyptus microcorys,train,1280,1024,118.37812455172171,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.38.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.38.png
IC4SD_EUC_001807,Eucalyptus microcorys,train,1280,1024,119.58337098458261,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.35.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.35.png
IC4SD_EUC_001848,Eucalyptus microcorys,train,1280,1024,120.00527537787288,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.27.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.outdoor.27.png
IC4SD_EUC_001782,Eucalyptus microcorys,train,1280,1024,120.0105812136063,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.12.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.11/Eucalyptus_microcorys.11.indoor.12.png
